patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_04_26,"['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'
 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_4_26,S2A_MSIL2A_20171221T112501_4_26,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_05_78,['Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_5_78,S2A_MSIL2A_20171221T112501_5_78,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_06_22,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Moors, heathland and sclerophyllous vegetation'
 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_6_22,S2A_MSIL2A_20171221T112501_6_22,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_06_38,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_6_38,S2A_MSIL2A_20171221T112501_6_38,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_07_55,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas' 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_7_55,S2A_MSIL2A_20171221T112501_7_55,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_08_00,"['Coniferous forest' 'Industrial or commercial units' 'Mixed forest'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_8_0,S2A_MSIL2A_20171221T112501_8_0,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_10_60,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_10_60,S2A_MSIL2A_20171221T112501_10_60,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_11_30,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_11_30,S2A_MSIL2A_20171221T112501_11_30,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_11_72,['Arable land' 'Broad-leaved forest' 'Coniferous forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_11_72,S2A_MSIL2A_20171221T112501_11_72,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_15_15,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Natural grassland and sparsely vegetated areas' 'Permanent crops'
 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_15_15,S2A_MSIL2A_20171221T112501_15_15,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_16_55,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Industrial or commercial units' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_16_55,S2A_MSIL2A_20171221T112501_16_55,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_17_41,['Arable land' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_17_41,S2A_MSIL2A_20171221T112501_17_41,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_17_54,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Industrial or commercial units' 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_17_54,S2A_MSIL2A_20171221T112501_17_54,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_20_10,['Industrial or commercial units' 'Mixed forest' 'Urban fabric'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_20_10,S2A_MSIL2A_20171221T112501_20_10,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_21_55,['Arable land' 'Inland waters'],validation,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_21_55,S2A_MSIL2A_20171221T112501_21_55,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_22_36,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_22_36,S2A_MSIL2A_20171221T112501_22_36,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_22_45,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_22_45,S2A_MSIL2A_20171221T112501_22_45,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_22_57,['Arable land' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_22_57,S2A_MSIL2A_20171221T112501_22_57,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_23_81,"['Broad-leaved forest' 'Complex cultivation patterns' 'Coniferous forest'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_23_81,S2A_MSIL2A_20171221T112501_23_81,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_24_18,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_24_18,S2A_MSIL2A_20171221T112501_24_18,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_25_34,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",test,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_25_34,S2A_MSIL2A_20171221T112501_25_34,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_28_17,"['Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_28_17,S2A_MSIL2A_20171221T112501_28_17,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_28_33,['Arable land' 'Complex cultivation patterns' 'Permanent crops'],test,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_28_33,S2A_MSIL2A_20171221T112501_28_33,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_29_74,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_29_74,S2A_MSIL2A_20171221T112501_29_74,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_29_84,['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_29_84,S2A_MSIL2A_20171221T112501_29_84,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_30_44,"['Arable land' 'Complex cultivation patterns' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_30_44,S2A_MSIL2A_20171221T112501_30_44,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_30_71,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_30_71,S2A_MSIL2A_20171221T112501_30_71,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_30_72,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns']",validation,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_30_72,S2A_MSIL2A_20171221T112501_30_72,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_30_87,['Agro-forestry areas' 'Arable land' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_30_87,S2A_MSIL2A_20171221T112501_30_87,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_31_86,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_31_86,S2A_MSIL2A_20171221T112501_31_86,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_32_04,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Industrial or commercial units' 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_32_4,S2A_MSIL2A_20171221T112501_32_4,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_36_64,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_36_64,S2A_MSIL2A_20171221T112501_36_64,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_37_54,"['Broad-leaved forest' 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_37_54,S2A_MSIL2A_20171221T112501_37_54,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_38_87,['Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_38_87,S2A_MSIL2A_20171221T112501_38_87,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_40_31,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_40_31,S2A_MSIL2A_20171221T112501_40_31,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_44_12,['Permanent crops' 'Urban fabric'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_44_12,S2A_MSIL2A_20171221T112501_44_12,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_44_41,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_44_41,S2A_MSIL2A_20171221T112501_44_41,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_47_11,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_47_11,S2A_MSIL2A_20171221T112501_47_11,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_51_79,['Broad-leaved forest' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20171221T183435_29SND_51_79,S2A_MSIL2A_20171221T112501_51_79,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_52_74,"['Broad-leaved forest' 'Mixed forest' 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20171221T183435_29SND_52_74,S2A_MSIL2A_20171221T112501_52_74,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_57_49,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20171221T183435_29SND_57_49,S2A_MSIL2A_20171221T112501_57_49,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_58_50,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171221T183435_29SND_58_50,S2A_MSIL2A_20171221T112501_58_50,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_59_33,"['Broad-leaved forest' 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_59_33,S2A_MSIL2A_20171221T112501_59_33,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_60_41,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_60_41,S2A_MSIL2A_20171221T112501_60_41,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_60_88,['Agro-forestry areas'],train,Portugal,S1B_IW_GRDH_1SDV_20171221T183435_29SND_60_88,S2A_MSIL2A_20171221T112501_60_88,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_64_43,"['Broad-leaved forest' 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_64_43,S2A_MSIL2A_20171221T112501_64_43,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_64_44,"['Arable land' 'Broad-leaved forest' 'Mixed forest'
 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_64_44,S2A_MSIL2A_20171221T112501_64_44,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_65_20,"['Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_65_20,S2A_MSIL2A_20171221T112501_65_20,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_67_61,['Agro-forestry areas' 'Broad-leaved forest' 'Mixed forest'],test,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_67_61,S2A_MSIL2A_20171221T112501_67_61,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_68_48,"['Broad-leaved forest' 'Permanent crops' 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_68_48,S2A_MSIL2A_20171221T112501_68_48,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_68_51,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_68_51,S2A_MSIL2A_20171221T112501_68_51,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_69_36,"['Broad-leaved forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_36,S2A_MSIL2A_20171221T112501_69_36,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_69_67,['Agro-forestry areas'],validation,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_67,S2A_MSIL2A_20171221T112501_69_67,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_69_90,['Agro-forestry areas' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_90,S2A_MSIL2A_20171221T112501_69_90,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_70_08,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_70_8,S2A_MSIL2A_20171221T112501_70_8,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_70_42,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Permanent crops']",validation,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_70_42,S2A_MSIL2A_20171221T112501_70_42,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_75_27,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_75_27,S2A_MSIL2A_20171221T112501_75_27,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_76_02,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_76_2,S2A_MSIL2A_20171221T112501_76_2,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_76_34,['Arable land' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_76_34,S2A_MSIL2A_20171221T112501_76_34,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_78_82,['Agro-forestry areas' 'Broad-leaved forest' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_78_82,S2A_MSIL2A_20171221T112501_78_82,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_80_10,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_80_10,S2A_MSIL2A_20171221T112501_80_10,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_80_23,"['Broad-leaved forest' 'Inland waters'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_80_23,S2A_MSIL2A_20171221T112501_80_23,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_81_03,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_81_3,S2A_MSIL2A_20171221T112501_81_3,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_81_26,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_81_26,S2A_MSIL2A_20171221T112501_81_26,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_81_35,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_81_35,S2A_MSIL2A_20171221T112501_81_35,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_83_28,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_83_28,S2A_MSIL2A_20171221T112501_83_28,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_83_71,['Agro-forestry areas' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_83_71,S2A_MSIL2A_20171221T112501_83_71,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_84_24,"['Broad-leaved forest' 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_84_24,S2A_MSIL2A_20171221T112501_84_24,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_84_50,"['Agro-forestry areas' 'Inland waters' 'Pastures' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_84_50,S2A_MSIL2A_20171221T112501_84_50,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_85_26,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_85_26,S2A_MSIL2A_20171221T112501_85_26,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_85_36,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_85_36,S2A_MSIL2A_20171221T112501_85_36,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_88_45,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_88_45,S2A_MSIL2A_20171221T112501_88_45,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_88_87,['Agro-forestry areas' 'Arable land'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_88_87,S2A_MSIL2A_20171221T112501_88_87,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_89_30,"['Agro-forestry areas'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_89_30,S2A_MSIL2A_20171221T112501_89_30,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_89_88,['Agro-forestry areas'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_89_88,S2A_MSIL2A_20171221T112501_89_88,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_89_89,['Agro-forestry areas' 'Arable land'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_89_89,S2A_MSIL2A_20171221T112501_89_89,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_07_55,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_7_55,S2A_MSIL2A_20180205T100211_7_55,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_10_86,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_10_86,S2A_MSIL2A_20180205T100211_10_86,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_12_18,['Coniferous forest'],train,Finland,S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_12_18,S2A_MSIL2A_20180205T100211_12_18,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_13_61,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_13_61,S2A_MSIL2A_20180205T100211_13_61,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_16_51,['Coniferous forest' 'Inland waters' 'Mixed forest' 'Urban fabric'],validation,Finland,S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_16_51,S2A_MSIL2A_20180205T100211_16_51,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_34_52,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_34_52,S2A_MSIL2A_20180205T100211_34_52,False,False
